transaction_narration,label
Payment of Rs 18571 at Dominos Ref:e5123ef1,food
Investment in Mutual Fund Rs 10868 Ref:3c775f9a,investment
Travel booking via IRCTC amount Rs 45089 Ref:8cc51d15,travel
Investment in NPS Rs 6301 Ref:79669eaf,investment
Online purchase at Flipkart Rs 6072 Ref:7428d1b8,shopping
Payment of Rs 14891 at Cafe Coffee Day Ref:ef55206a,food
Investment in SIP Rs 16741 Ref:c31326fb,investment
Online purchase at Amazon Rs 37505 Ref:3571c58b,shopping
Payment of Rs 10517 at Cafe Coffee Day Ref:d1e386a6,food
Travel booking via Ola amount Rs 49159 Ref:3c9073ae,travel
Payment of Rs 34303 at Zomato Ref:b8ee81a3,food
Online purchase at Reliance Trends Rs 16945 Ref:f8841bdb,shopping
Personal Loan EMI deducted Rs 1713 Ref:62996a54,emi
Personal Loan EMI deducted Rs 15495 Ref:d090ebf7,emi
Travel booking via Metro amount Rs 47557 Ref:48f5ca70,travel
Investment in Mutual Fund Rs 21306 Ref:47ce1ad3,investment
Education Loan EMI deducted Rs 23710 Ref:0562c3c9,emi
Travel booking via IRCTC amount Rs 34449 Ref:1b866400,travel
Investment in SIP Rs 12090 Ref:a222155e,investment
Payment of Rs 11293 at Zomato Ref:50de2437,food
Investment in PPF Rs 19233 Ref:7c5652fb,investment
Online purchase at Amazon Rs 32865 Ref:5b1eb544,shopping
Car Loan EMI deducted Rs 3380 Ref:9b1bbcf4,emi
Personal Loan EMI deducted Rs 29526 Ref:6ee2bfaa,emi
Investment in Stocks Rs 15316 Ref:cde86fb8,investment
Education Loan EMI deducted Rs 43781 Ref:3d176d1e,emi
Online purchase at Flipkart Rs 47973 Ref:236442d4,shopping
Car Loan EMI deducted Rs 33625 Ref:5683db06,emi
Investment in SIP Rs 23587 Ref:9636f6a2,investment
Online purchase at Myntra Rs 40772 Ref:57d733f0,shopping
Online purchase at Amazon Rs 37004 Ref:b3af3f23,shopping
Travel booking via IndiGo amount Rs 37126 Ref:77c7a15d,travel
Education Loan EMI deducted Rs 37632 Ref:3b2e9393,emi
Car Loan EMI deducted Rs 46930 Ref:4f30ce69,emi
Payment of Rs 19271 at Cafe Coffee Day Ref:25340230,food
Investment in Fixed Deposit Rs 1906 Ref:94fc2021,investment
Travel booking via Ola amount Rs 9395 Ref:260ace23,travel
Education Loan EMI deducted Rs 6246 Ref:f68a1b6a,emi
Travel booking via Metro amount Rs 43817 Ref:6758365e,travel
Travel booking via Metro amount Rs 45517 Ref:b9b297c9,travel
Investment in SIP Rs 10794 Ref:dfa308d6,investment
Investment in SIP Rs 48420 Ref:2f03752d,investment
Home Loan EMI deducted Rs 24160 Ref:8c5134fd,emi
Investment in Fixed Deposit Rs 33652 Ref:c496113b,investment
Travel booking via Uber amount Rs 21653 Ref:820f91f8,travel
Online purchase at Amazon Rs 45550 Ref:a1135197,shopping
Payment of Rs 40105 at McDonalds Ref:eeadd9a1,food
Online purchase at Reliance Trends Rs 11864 Ref:6eb70706,shopping
Travel booking via SpiceJet amount Rs 23523 Ref:3c6ed8c7,travel
Online purchase at Reliance Trends Rs 19831 Ref:59c41839,shopping
Investment in Mutual Fund Rs 28546 Ref:07b86719,investment
Home Loan EMI deducted Rs 21894 Ref:c18e7dc1,emi
Online purchase at Reliance Trends Rs 10610 Ref:3d721923,shopping
Payment of Rs 44601 at McDonalds Ref:929aa449,food
Travel booking via Ola amount Rs 8155 Ref:4a53ff90,travel
Travel booking via Metro amount Rs 32953 Ref:e1594bdc,travel
Investment in NPS Rs 20734 Ref:2c24f1f0,investment
Car Loan EMI deducted Rs 48392 Ref:b190bf6e,emi
Education Loan EMI deducted Rs 11719 Ref:5831e18d,emi
Online purchase at Myntra Rs 11691 Ref:c332158c,shopping
Online purchase at Reliance Trends Rs 15072 Ref:45ee7ddb,shopping
Payment of Rs 40808 at Swiggy Ref:db8a5ea2,food
Payment of Rs 5655 at Dominos Ref:5d912884,food
Travel booking via Metro amount Rs 33130 Ref:2dcc503d,travel
Online purchase at Amazon Rs 23785 Ref:93c7e53e,shopping
Travel booking via Ola amount Rs 44297 Ref:d94f6812,travel
Investment in NPS Rs 35997 Ref:cd18edf1,investment
Payment of Rs 23610 at Restaurant Ref:20415cb4,food
Payment of Rs 22874 at Swiggy Ref:1c3d6328,food
Travel booking via Ola amount Rs 16205 Ref:14bacabb,travel
Personal Loan EMI deducted Rs 2724 Ref:11e98e20,emi
Travel booking via Ola amount Rs 5778 Ref:32e08fbc,travel
Online purchase at Flipkart Rs 18647 Ref:293f6e03,shopping
Online purchase at Flipkart Rs 19645 Ref:a3afb8bd,shopping
Payment of Rs 44051 at Cafe Coffee Day Ref:9f09b056,food
Payment of Rs 38725 at Dominos Ref:0eacb9fa,food
Travel booking via IndiGo amount Rs 30176 Ref:d8f1975a,travel
Investment in NPS Rs 29783 Ref:57258d51,investment
Travel booking via SpiceJet amount Rs 48898 Ref:ed66c37e,travel
Personal Loan EMI deducted Rs 36011 Ref:feb4c0ac,emi
Investment in SIP Rs 46572 Ref:6d64fd7b,investment
Investment in PPF Rs 23465 Ref:62b945c7,investment
Payment of Rs 3248 at Swiggy Ref:170775e4,food
Payment of Rs 39668 at McDonalds Ref:0c544132,food
Payment of Rs 47365 at Zomato Ref:f65bf8b2,food
Payment of Rs 16074 at Restaurant Ref:97660fe1,food
Investment in Stocks Rs 36418 Ref:447a1080,investment
Travel booking via Ola amount Rs 35543 Ref:0f96d8de,travel
Payment of Rs 11955 at Zomato Ref:ec42c59a,food
Payment of Rs 28243 at Swiggy Ref:234732f1,food
Payment of Rs 11057 at Cafe Coffee Day Ref:58fb40cd,food
Online purchase at Flipkart Rs 32431 Ref:549dbb46,shopping
Online purchase at Croma Rs 39795 Ref:2c4b1522,shopping
Investment in NPS Rs 29193 Ref:0c2cec4b,investment
Investment in Mutual Fund Rs 26292 Ref:500312a9,investment
Investment in Mutual Fund Rs 11905 Ref:734919b5,investment
Payment of Rs 29823 at Dominos Ref:d92e1ecd,food
Travel booking via IndiGo amount Rs 7852 Ref:70d7a808,travel
Travel booking via Ola amount Rs 18454 Ref:b1a8d5ff,travel
Investment in Stocks Rs 47846 Ref:725eb25a,investment
Payment of Rs 10852 at Zomato Ref:1b08e9ce,food
Payment of Rs 37000 at Dominos Ref:d168451b,food
Payment of Rs 34678 at McDonalds Ref:34172c97,food
Home Loan EMI deducted Rs 26307 Ref:e3482643,emi
Home Loan EMI deducted Rs 11099 Ref:eae1f636,emi
Personal Loan EMI deducted Rs 43193 Ref:791d1543,emi
Investment in Stocks Rs 31327 Ref:9a98b102,investment
Travel booking via SpiceJet amount Rs 11757 Ref:7a2f94e5,travel
Home Loan EMI deducted Rs 41828 Ref:3014d1e0,emi
Payment of Rs 5991 at Swiggy Ref:2d90e7b1,food
Payment of Rs 43424 at Cafe Coffee Day Ref:554bbbc1,food
Online purchase at DMart Rs 25751 Ref:03cc0169,shopping
Payment of Rs 3106 at Zomato Ref:eff2579d,food
Online purchase at DMart Rs 3569 Ref:475d1837,shopping
Investment in Stocks Rs 41552 Ref:0ecaeb9b,investment
Personal Loan EMI deducted Rs 24012 Ref:d39dacc1,emi
Payment of Rs 1609 at Dominos Ref:8982008d,food
Travel booking via IndiGo amount Rs 29309 Ref:3f2b59cc,travel
Online purchase at Amazon Rs 27100 Ref:6be5f2be,shopping
Investment in SIP Rs 43987 Ref:e39a0616,investment
Home Loan EMI deducted Rs 3468 Ref:adbe2169,emi
Travel booking via SpiceJet amount Rs 3814 Ref:2ba5fd19,travel
Online purchase at Flipkart Rs 36031 Ref:5a1ce926,shopping
Education Loan EMI deducted Rs 32762 Ref:c7ef7c8c,emi
Travel booking via Ola amount Rs 23084 Ref:5d28be41,travel
Travel booking via SpiceJet amount Rs 35191 Ref:452471ae,travel
Investment in Stocks Rs 31471 Ref:e1d315cd,investment
Online purchase at Myntra Rs 20640 Ref:accf0a87,shopping
Payment of Rs 24250 at Zomato Ref:2781bdeb,food
Investment in Stocks Rs 1023 Ref:51c02839,investment
Travel booking via IndiGo amount Rs 32227 Ref:77864961,travel
Investment in NPS Rs 21403 Ref:078272e8,investment
Payment of Rs 7725 at McDonalds Ref:76bc8cfc,food
Payment of Rs 27804 at Restaurant Ref:1f265af7,food
Car Loan EMI deducted Rs 27578 Ref:a74095b1,emi
Investment in Mutual Fund Rs 898 Ref:7558da96,investment
Investment in PPF Rs 10598 Ref:c0a09474,investment
Travel booking via IRCTC amount Rs 16141 Ref:49946871,travel
Education Loan EMI deducted Rs 11337 Ref:4d8e6a6e,emi
Car Loan EMI deducted Rs 973 Ref:9dce4631,emi
Payment of Rs 47785 at Dominos Ref:b50706ce,food
Payment of Rs 31069 at Cafe Coffee Day Ref:789201ac,food
Travel booking via SpiceJet amount Rs 24748 Ref:f6045890,travel
Investment in Stocks Rs 25097 Ref:66e4033d,investment
Payment of Rs 24909 at Dominos Ref:b8a419b8,food
Payment of Rs 38335 at McDonalds Ref:4720ed76,food
Online purchase at Flipkart Rs 31472 Ref:ae364c46,shopping
Travel booking via SpiceJet amount Rs 17759 Ref:60ea7eec,travel
Payment of Rs 43886 at Zomato Ref:4b5123eb,food
Online purchase at Amazon Rs 10614 Ref:a3a2c370,shopping
Personal Loan EMI deducted Rs 2147 Ref:6406e39f,emi
Travel booking via IRCTC amount Rs 47250 Ref:0b25b26b,travel
Travel booking via Metro amount Rs 5413 Ref:52d49943,travel
Payment of Rs 4920 at Cafe Coffee Day Ref:df37f407,food
Education Loan EMI deducted Rs 49773 Ref:5bc81226,emi
Travel booking via Ola amount Rs 20845 Ref:d0a8ad59,travel
Online purchase at Croma Rs 30132 Ref:f9f7017b,shopping
Travel booking via SpiceJet amount Rs 12444 Ref:536bbda5,travel
Payment of Rs 48238 at McDonalds Ref:7ebf976e,food
Personal Loan EMI deducted Rs 7143 Ref:93accc80,emi
Investment in PPF Rs 42746 Ref:4ccb419a,investment
Education Loan EMI deducted Rs 26569 Ref:b4ca3706,emi
Investment in Fixed Deposit Rs 48568 Ref:844d96b8,investment
Personal Loan EMI deducted Rs 2551 Ref:9cedf14d,emi
Online purchase at DMart Rs 10642 Ref:c0ec931a,shopping
Online purchase at Reliance Trends Rs 39160 Ref:3d6dbc2e,shopping
Travel booking via Metro amount Rs 27813 Ref:62f55ddd,travel
Investment in PPF Rs 3440 Ref:d45a6974,investment
Online purchase at Amazon Rs 18869 Ref:46efb282,shopping
Home Loan EMI deducted Rs 32702 Ref:f3983276,emi
Online purchase at Amazon Rs 2439 Ref:a8e3bbcb,shopping
Payment of Rs 26561 at Cafe Coffee Day Ref:2241276a,food
Payment of Rs 5567 at Swiggy Ref:d5afaac1,food
Investment in PPF Rs 23424 Ref:eab5bd24,investment
Travel booking via Metro amount Rs 15197 Ref:4c148837,travel
Payment of Rs 13958 at McDonalds Ref:be72bab1,food
Investment in PPF Rs 48541 Ref:f73ed3b7,investment
Personal Loan EMI deducted Rs 1965 Ref:65b62dff,emi
Investment in Stocks Rs 24077 Ref:1bafc69f,investment
Investment in Stocks Rs 22496 Ref:a510d09d,investment
Online purchase at Croma Rs 40777 Ref:41c165c9,shopping
Online purchase at Reliance Trends Rs 37302 Ref:5539ff2e,shopping
Travel booking via SpiceJet amount Rs 9411 Ref:81e04827,travel
Travel booking via Ola amount Rs 25790 Ref:d74b27a6,travel
Car Loan EMI deducted Rs 8461 Ref:66ba6721,emi
Investment in PPF Rs 19163 Ref:97665b6e,investment
Online purchase at Croma Rs 19641 Ref:8f9270d9,shopping
Travel booking via SpiceJet amount Rs 15849 Ref:fb79ea7a,travel
Investment in Fixed Deposit Rs 237 Ref:17668d72,investment
Payment of Rs 5258 at Zomato Ref:a8a2c581,food
Investment in Fixed Deposit Rs 37592 Ref:5daf9413,investment
Investment in SIP Rs 32169 Ref:b520625b,investment
Online purchase at Amazon Rs 45754 Ref:09eb7640,shopping
Car Loan EMI deducted Rs 36590 Ref:bbeec2b7,emi
Home Loan EMI deducted Rs 13035 Ref:837e8a6d,emi
Travel booking via IRCTC amount Rs 30309 Ref:138030e9,travel
Investment in SIP Rs 44191 Ref:b47bbce2,investment
Personal Loan EMI deducted Rs 44541 Ref:08da2986,emi
Investment in NPS Rs 34711 Ref:b4c4406b,investment
Payment of Rs 3841 at Swiggy Ref:634aa946,food
Travel booking via IRCTC amount Rs 41174 Ref:50753f89,travel
Online purchase at Croma Rs 26547 Ref:80ec0ccf,shopping
Car Loan EMI deducted Rs 22682 Ref:834abb22,emi
Payment of Rs 44444 at Restaurant Ref:ce59c08a,food
Investment in Stocks Rs 16744 Ref:7cdcc37f,investment
Online purchase at Flipkart Rs 31615 Ref:079a4014,shopping
Payment of Rs 16015 at Restaurant Ref:8e70d3b7,food
Travel booking via IndiGo amount Rs 41195 Ref:f364f709,travel
Travel booking via SpiceJet amount Rs 5307 Ref:d4f35ed2,travel
Travel booking via Metro amount Rs 46292 Ref:5dcb51c8,travel
Payment of Rs 22381 at Cafe Coffee Day Ref:472e549f,food
Home Loan EMI deducted Rs 6379 Ref:66d0575b,emi
Home Loan EMI deducted Rs 17474 Ref:ea033b19,emi
Travel booking via Uber amount Rs 20677 Ref:2ed493ad,travel
Investment in SIP Rs 18984 Ref:b44057e3,investment
Education Loan EMI deducted Rs 5407 Ref:86920a6d,emi
Investment in NPS Rs 26291 Ref:c20fdc40,investment
Online purchase at Myntra Rs 14324 Ref:2a12498f,shopping
Personal Loan EMI deducted Rs 37349 Ref:48f80f7a,emi
Travel booking via Uber amount Rs 18771 Ref:fb7d2232,travel
Investment in Stocks Rs 25655 Ref:b5c08bc0,investment
Home Loan EMI deducted Rs 24877 Ref:14eaa624,emi
Payment of Rs 24739 at Dominos Ref:0bea9e51,food
Travel booking via IRCTC amount Rs 38461 Ref:977e712c,travel
Online purchase at DMart Rs 14763 Ref:80d6ba50,shopping
Online purchase at Croma Rs 47800 Ref:1baa9294,shopping
Investment in Stocks Rs 313 Ref:db0a5f49,investment
Personal Loan EMI deducted Rs 22824 Ref:34538210,emi
Online purchase at Flipkart Rs 39757 Ref:6b76599e,shopping
Payment of Rs 18498 at Dominos Ref:fd6569f4,food
Investment in NPS Rs 4896 Ref:c309043b,investment
Online purchase at DMart Rs 44993 Ref:0e56e336,shopping
Investment in Fixed Deposit Rs 39804 Ref:e8f52d76,investment
Investment in PPF Rs 11960 Ref:7e0fba95,investment
Travel booking via Ola amount Rs 49138 Ref:2a8021ed,travel
Travel booking via SpiceJet amount Rs 33016 Ref:dade82ee,travel
Online purchase at Croma Rs 49959 Ref:dd49d678,shopping
Payment of Rs 30838 at Cafe Coffee Day Ref:a7773a7a,food
Payment of Rs 579 at Swiggy Ref:c9376a59,food
Travel booking via Metro amount Rs 5170 Ref:dc15b1f2,travel
Investment in NPS Rs 41756 Ref:a8b9380e,investment
Online purchase at DMart Rs 22161 Ref:38362ce0,shopping
Travel booking via SpiceJet amount Rs 15387 Ref:4a807466,travel
Online purchase at Reliance Trends Rs 24287 Ref:9a23d839,shopping
Payment of Rs 20451 at Dominos Ref:0cbe0231,food
Travel booking via IRCTC amount Rs 15039 Ref:644579b4,travel
Travel booking via Uber amount Rs 49618 Ref:a1e764ca,travel
Online purchase at Myntra Rs 46366 Ref:13aac309,shopping
Payment of Rs 24586 at Dominos Ref:c76c455b,food
Investment in NPS Rs 6619 Ref:bf855514,investment
Travel booking via IRCTC amount Rs 41551 Ref:3513c17a,travel
Home Loan EMI deducted Rs 42191 Ref:556f5480,emi
Travel booking via IndiGo amount Rs 2521 Ref:997d8d7c,travel
Online purchase at DMart Rs 21567 Ref:6c5ef1ab,shopping
Travel booking via Uber amount Rs 48761 Ref:275d03d0,travel
Car Loan EMI deducted Rs 17472 Ref:67ce4212,emi
Investment in Fixed Deposit Rs 18576 Ref:ea4b01f1,investment
Travel booking via IndiGo amount Rs 31720 Ref:4cdd950f,travel
Online purchase at Croma Rs 1034 Ref:f022dfe2,shopping
Payment of Rs 46726 at Cafe Coffee Day Ref:8be448a5,food
Online purchase at DMart Rs 30566 Ref:9b1363d5,shopping
Payment of Rs 48641 at McDonalds Ref:a60e0815,food
Education Loan EMI deducted Rs 25215 Ref:36eb0749,emi
Payment of Rs 20600 at Restaurant Ref:232c22f1,food
Travel booking via Uber amount Rs 39099 Ref:0a218289,travel
Online purchase at Flipkart Rs 22659 Ref:ba6901cd,shopping
Travel booking via Metro amount Rs 25668 Ref:57cebace,travel
Online purchase at Flipkart Rs 16474 Ref:70b11bae,shopping
Online purchase at Flipkart Rs 18538 Ref:fd0836db,shopping
Payment of Rs 37045 at Zomato Ref:0fad3db0,food
Investment in Mutual Fund Rs 39955 Ref:0d2b73b5,investment
Home Loan EMI deducted Rs 8872 Ref:f3a345ac,emi
Investment in PPF Rs 33957 Ref:9a5db4e7,investment
Online purchase at DMart Rs 20018 Ref:8661e6b8,shopping
Payment of Rs 8056 at Cafe Coffee Day Ref:f4513cb3,food
Car Loan EMI deducted Rs 15260 Ref:3dd78a0c,emi
Payment of Rs 36926 at Dominos Ref:d8d9e2df,food
Travel booking via IndiGo amount Rs 48482 Ref:15ee54d5,travel
Investment in NPS Rs 40849 Ref:d1ef1ef4,investment
Payment of Rs 45070 at Swiggy Ref:9e5aa631,food
Online purchase at Myntra Rs 14817 Ref:2366b867,shopping
Travel booking via IndiGo amount Rs 45670 Ref:5effe099,travel
Investment in Stocks Rs 15032 Ref:f11a67ee,investment
Payment of Rs 46459 at Cafe Coffee Day Ref:bc93ba37,food
Online purchase at Amazon Rs 12508 Ref:3df0498e,shopping
Online purchase at DMart Rs 16471 Ref:4d58d558,shopping
Travel booking via Uber amount Rs 35930 Ref:bd1d1a9f,travel
Investment in PPF Rs 34308 Ref:e41d165c,investment
Investment in NPS Rs 22767 Ref:e8fd5766,investment
Car Loan EMI deducted Rs 41591 Ref:2d3a3763,emi
Car Loan EMI deducted Rs 36935 Ref:9802b53f,emi
Payment of Rs 5827 at McDonalds Ref:d15b32bf,food
Payment of Rs 38984 at Restaurant Ref:bc134002,food
Online purchase at DMart Rs 39345 Ref:02b5f761,shopping
Travel booking via Metro amount Rs 30177 Ref:d9290083,travel
Travel booking via IndiGo amount Rs 8097 Ref:229b4ce3,travel
Online purchase at Reliance Trends Rs 3597 Ref:f569326f,shopping
Investment in NPS Rs 30935 Ref:f04336d7,investment
Online purchase at Croma Rs 14835 Ref:d6aaf89c,shopping
Education Loan EMI deducted Rs 31337 Ref:753dfa7c,emi
Online purchase at Amazon Rs 794 Ref:d203e793,shopping
Online purchase at Myntra Rs 3081 Ref:1c19c920,shopping
Travel booking via SpiceJet amount Rs 41234 Ref:85f801e9,travel
Travel booking via SpiceJet amount Rs 38540 Ref:9349309d,travel
Online purchase at Reliance Trends Rs 17037 Ref:4d11b9f9,shopping
Home Loan EMI deducted Rs 30464 Ref:fe042539,emi
Investment in NPS Rs 39805 Ref:18d6affb,investment
Car Loan EMI deducted Rs 19065 Ref:7044dc40,emi
Investment in Stocks Rs 45822 Ref:06d4f4eb,investment
Online purchase at Flipkart Rs 33526 Ref:ac398ba4,shopping
Online purchase at Flipkart Rs 43863 Ref:31443131,shopping
Home Loan EMI deducted Rs 24499 Ref:9f9cd348,emi
Investment in SIP Rs 47661 Ref:b3613f86,investment
Travel booking via Metro amount Rs 45424 Ref:1ca7feac,travel
Investment in SIP Rs 36406 Ref:00ff5b93,investment
Payment of Rs 38264 at Swiggy Ref:adef95f8,food
Online purchase at Amazon Rs 22241 Ref:539e4700,shopping
Online purchase at Croma Rs 29133 Ref:ce60c94f,shopping
Investment in PPF Rs 40838 Ref:c8851ad2,investment
Education Loan EMI deducted Rs 11085 Ref:fd1612ed,emi
Investment in Mutual Fund Rs 32298 Ref:beff8271,investment
Travel booking via IRCTC amount Rs 45022 Ref:ffd33ac9,travel
Car Loan EMI deducted Rs 32218 Ref:4f7aa5ba,emi
Online purchase at DMart Rs 34898 Ref:1e533021,shopping
Online purchase at DMart Rs 35885 Ref:ff1c2601,shopping
Travel booking via IRCTC amount Rs 28057 Ref:68eaee02,travel
Investment in Stocks Rs 29158 Ref:c0b83e93,investment
Investment in Stocks Rs 17078 Ref:4432181f,investment
Payment of Rs 5147 at Zomato Ref:39d3b826,food
Payment of Rs 24466 at Zomato Ref:32ea052e,food
Investment in Mutual Fund Rs 29923 Ref:9d331eba,investment
Online purchase at Croma Rs 37159 Ref:f063aa39,shopping
Payment of Rs 48629 at Swiggy Ref:67b189db,food
Online purchase at Myntra Rs 49942 Ref:5a5a0b9c,shopping
Personal Loan EMI deducted Rs 7759 Ref:08065e2e,emi
Travel booking via Uber amount Rs 6446 Ref:a86939b0,travel
Education Loan EMI deducted Rs 10922 Ref:c64342dd,emi
Payment of Rs 33388 at Swiggy Ref:c147d7be,food
Investment in NPS Rs 32174 Ref:083379ac,investment
Investment in SIP Rs 4112 Ref:5d4b1b4a,investment
Payment of Rs 26810 at Swiggy Ref:6937b8a5,food
Home Loan EMI deducted Rs 6766 Ref:09331c25,emi
Investment in Stocks Rs 13026 Ref:88ee6289,investment
Payment of Rs 25091 at Dominos Ref:dcb76582,food
Home Loan EMI deducted Rs 41110 Ref:e5ee8701,emi
Online purchase at Flipkart Rs 40305 Ref:64c696a4,shopping
Travel booking via IndiGo amount Rs 22068 Ref:52b8f644,travel
Home Loan EMI deducted Rs 20347 Ref:f202523a,emi
Home Loan EMI deducted Rs 5327 Ref:b9a2cb43,emi
Online purchase at Reliance Trends Rs 38825 Ref:a3b5d4d1,shopping
Payment of Rs 7138 at Zomato Ref:d27bd351,food
Online purchase at Myntra Rs 39947 Ref:a5b3ae42,shopping
Travel booking via IRCTC amount Rs 18443 Ref:c4166699,travel
Travel booking via IndiGo amount Rs 30339 Ref:8727782a,travel
Travel booking via SpiceJet amount Rs 40134 Ref:1d1e2016,travel
Investment in PPF Rs 39314 Ref:2d4fd2d2,investment
Online purchase at Croma Rs 41707 Ref:c321d2d2,shopping
Travel booking via Ola amount Rs 4562 Ref:e1da7c79,travel
Payment of Rs 26619 at Swiggy Ref:2a5fb5d5,food
Online purchase at Amazon Rs 29844 Ref:80f7c334,shopping
Investment in Stocks Rs 15321 Ref:a0c2f849,investment
Payment of Rs 26305 at McDonalds Ref:c9bf904a,food
Online purchase at Amazon Rs 14554 Ref:e90eed24,shopping
Online purchase at Reliance Trends Rs 3103 Ref:3213dd58,shopping
Travel booking via IRCTC amount Rs 3838 Ref:7fb8574b,travel
Online purchase at Croma Rs 23019 Ref:9834e9c6,shopping
Online purchase at Reliance Trends Rs 25182 Ref:561298ec,shopping
Payment of Rs 3956 at McDonalds Ref:c769b29f,food
Car Loan EMI deducted Rs 31422 Ref:23fd727d,emi
Online purchase at DMart Rs 30871 Ref:5825fa30,shopping
